onset	duration	trial_type	trial	delay	sentence	detected_delay
39.8857	4.9329	baseline	1	0.004	See the player scoot to third base.	0
53.1193	4.2962	baseline	2	0.004	The red paper brightened the dim stage.	0
62.2694	4.0558	baseline	3	0.004	Dots of light betrayed the black cat.	0
70.9362	4.5067	baseline	4	0.004	The night shift men rate extra pay.	0
79.1862	4.5587	baseline	5	0.004	We don't like to admit our small faults.	0
87.4697	4.0013	baseline	6	0.004	Dig deep in the earth for pirate's gold.	0
97.2532	3.8633	baseline	7	0.004	Many hands help get the job done.	0
105.8533	3.8531	baseline	8	0.004	Slide the bill between the two leaves.	0
113.0867	4.6657	baseline	9	0.004	Put the chart on the mantel and tack it down.	1
121.0702	3.6484	baseline	10	0.004	No doubt about the way the wind blows.	0
128.6037	3.761	baseline	11	0.004	It takes a good trap to capture a bear.	1
135.956	3.6069	baseline	12	0.004	Each penny shone like new.	0
143.3372	4.0797	baseline	13	0.004	Brass rings are sold by these natives.	0
151.4707	4.2881	baseline	14	0.004	Pour the stew from the pot into the plate.	0
159.3375	4.1075	baseline	15	0.004	The man went to the woods to gather sticks.	1
168.3876	3.7511	baseline	16	0.004	Just hoist it up and take it away.	0
175.5234	4.1094	baseline	17	0.004	The logs fell and tumbled into the clear stream.	1
182.8045	4.3304	baseline	18	0.004	The dirt piles were lines along the road.	0
190.8213	4.3278	baseline	19	0.004	A ripe plum is fit for a king's palate.	1
198.0547	3.7885	baseline	20	0.004	Our plans right now are hazy.	0
204.2382	4.9792	random1	1	0.172	Help the woman get back to her feet.	1
212.9716	7.1551	random1	2	0.252	The source of the huge river is the clear spring.	1
223.1718	7.1684	random1	3	0.202	The salt breeze came across from the sea.	1
234.6389	7.4023	random1	4	0.186	A rod is used to catch pink salmon.	1
246.7221	4.7327	random1	5	0.034	Smoky fires lack flame and heat.	1
254.3388	5.8738	random1	6	0.102	The soft cushion broke the man's fall.	1
262.6057	8.2763	random1	7	0.169	Kick the ball straight and follow through.	0
274.9225	7.3807	random1	8	0.089	A pot of tea helps to pass the evening.	1
285.723	7.4334	random1	9	0.112	The girl at the booth sold fifty bonds.	1
296.2562	5.3781	random1	10	0.064	The boy was there when the sun rose.	0
304.2731	3.6476	random1	11	0.006	Small children came to see him.	0
309.9897	5.3371	random1	12	0.083	When you hear the bell, come quickly.	0
317.1898	8.5504	random1	13	0.239	A gold ring will please most any girl.	1
327.99	6.868	random1	14	0.206	A severe storm tore down the barn.	1
337.0901	4.7101	random1	15	0.026	She saw a cat in the neighbor's house.	1
343.8408	6.1974	random1	16	0.218	She called his name many times.	1
355.1237	4.2161	random1	17	0.039	The long journey home took a year.	0
361.2738	7.5596	random1	18	0.066	A pink shell was found on the sandy beach.	0
371.0906	3.7414	random1	19	0.012	The grass and bushes were wet with dew.	0
378.7241	4.9296	random1	20	0.096	The blind man counted his old coins.	0
385.4242	5.8517	random1	21	0.082	Quench your thirst, then eat the crackers.	0
393.291	7.8463	random1	22	0.14	Shape the clay gently into block form.	1
404.7744	9.1355	random1	23	0.134	Hedge apples may stain your hands green.	1
415.6913	8.0323	random1	24	0.241	Tight curls get limp on rainy days.	1
427.5248	9.3716	random1	25	0.16	The shelves were bare of both jam or crackers.	0
439.4083	8.4774	random1	26	0.204	A cloud of dust stung his tender eyes.	1
450.8918	4.7919	random1	27	0.014	All sat frozen and watched the screen.	0
457.6586	8.3266	random1	28	0.253	To reach the end he needs much courage.	1
469.3254	8.7368	random1	29	0.153	A joy to every child is the swan boat.	1
480.3256	10.5652	random1	30	0.24	A ridge on a smooth surface is a bump or flaw.	1
493.5424	6.5381	random1	31	0.081	The music played on while they talked.	0
502.0425	5.7961	random1	32	0.014	The chair looked strong but had no bottom.	0
509.776	9.0678	random1	33	0.173	Birth and death marks the limits of life.	1
521.4429	7.0065	random1	34	0.017	Fly by night and you waste little time.	0
529.9264	8.6965	random1	35	0.132	Dispense with a vest on a day like this.	1
541.5598	5.445	random1	36	0.036	The bunch of grapes was pressed into wine.	0
549.31	9.1639	random1	37	0.124	He sent the figs, but kept the ripe cherries.	1
561.4101	7.2132	random1	38	0.219	Thick glasses helped him read the print.	1
571.427	8.4336	random1	39	0.188	The hinge on the door creaked with old age.	1
581.7611	8.2809	random1	40	0.138	The screen before the fire kept in the sparks.	1
593.2439	9.9788	random1	41	0.183	Keep the hatch tight and the watch constant.	1
605.8608	7.8553	random1	42	0.191	A sullen smile gets few friends.	1
617.8137	6.9396	random1	43	0.213	Paper will dry out when wet.	1
626.8111	10.5551	random1	44	0.226	Sever the twine with a quick snip of the knife.	0
641.4447	7.0226	random1	45	0.146	Help the weak to preserve their strength.	0
651.8281	8.8282	random1	46	0.087	Every word and phrase he speaks is true.	0
664.397	4.3373	random1	47	0.015	Drive the screw straight into the wood.	0
670.9451	6.8989	random1	48	0.088	Slide the catch back and open the desk.	1
679.8952	9.5619	random1	49	0.18	He put his last cartridge into the gun and fired.	1
691.2788	9.6154	random1	50	0.19	They took their kids from the public school.	1
702.6789	9.4206	adaption	1	0.204	The cleat sank deeply into the soft turf.	0
714.6291	8.4596	adaption	2	0.204	The couch cover and hall drapes were blue.	1
727.8293	9.5918	adaption	3	0.204	The clothes dried on a thin wooden rack.	1
739.4295	11.9401	adaption	4	0.204	The stems of the tall glasses cracked and broke.	1
755.0131	8.8893	adaption	5	0.204	The wall phone rang loud and often.	0
766.4299	9.9654	adaption	6	0.204	Turn out the lantern which gives us light.	0
780.1968	10.5549	adaption	7	0.204	To have is better than to wait and hope.	1
795.197	13.2064	adaption	8	0.204	The bills were mailed promptly on the tenth of the month.	1
813.9306	9.373	adaption	9	0.204	A clean neck means a neat collar.	1
827.5808	9.7433	adaption	10	0.204	The price is fair for a good antique clock.	0
839.831	9.7941	adaption	11	0.204	A quart of milk is water for the most part.	1
851.7315	9.7306	adaption	12	0.204	They told wild tales to frighten him.	1
864.1646	8.1267	adaption	13	0.204	The odor of spring makes young hearts jump.	1
874.7315	12.1162	adaption	14	0.204	The way to save money is not to spend much.	1
889.5151	11.8329	adaption	15	0.204	In the rear of the ground floor was a large passage.	0
904.6319	10.6407	adaption	16	0.204	The three story house was built of stone.	0
917.8321	9.6056	adaption	17	0.204	He offered proof in the form of a large chart.	0
931.199	9.3633	adaption	18	0.204	Send the stuff in a thick paper bag.	0
944.2159	8.0634	adaption	19	0.204	Crack the walnut with your sharp side teeth.	1
955.4168	10.3712	adaption	20	0.204	Shut the hatch before the waves push it in.	1
967.7162	6.9655	adaption	21	0.204	Write fast if you want to finish early.	0
980.5498	11.8315	adaption	22	0.204	The barrel of beer was a brew of malt and hops.	1
995.9333	9.6608	adaption	23	0.204	The old pan was covered with hard fudge.	0
1015.2502	10.3708	adaption	24	0.204	His shirt was clean but one button was gone.	1
1030.9172	8.5163	adaption	25	0.204	The node on the stalk of wheat grew daily.	1
1042.184	7.199	adaption	26	0.204	Tin cans are absent from store shelves.	0
