onset	duration	trial_type	trial	delay	sentence	detected_delay
31.6367	5.2322	baseline	1	0.004	It was hidden from sight by a mass of leaves and shrubs.	1
46.8035	3.5661	baseline	2	0.004	The lobes of her ears were pierced to hold rings.	0
55.4537	3.6976	baseline	3	0.004	The green light in the brown box flickered.	0
64.6538	3.8872	baseline	4	0.004	The weight of the package was seen on the high scale.	0
71.7206	4.5864	baseline	5	0.004	Wake and rise, and step into the green outdoors.	0
80.2207	3.4205	baseline	6	0.004	The pipe ran almost the length of the ditch.	0
86.9541	4.3971	baseline	7	0.004	The brass tube circled the high wall.	0
94.6709	3.9505	baseline	8	0.004	Hold the hammer near the end to drive the nail.	0
101.7544	3.5852	baseline	9	0.004	Next Sunday is the twelfth of the month.	0
108.7711	3.8867	baseline	10	0.004	It is a band of steel three inches wide.	0
115.9046	3.3196	baseline	11	0.004	The tongs lay beside the ice pail.	0
123.038	3.8243	baseline	12	0.004	The paper box is full of thumb tacks.	0
129.7381	3.8985	baseline	13	0.004	The petals fall with the next puff of wind.	0
136.3382	4.2165	baseline	14	0.004	Corn cobs can be used to kindle a fire.	0
143.755	3.5181	baseline	15	0.004	Sell your gift to a buyer at a good gain.	0
150.4218	4.2254	baseline	16	0.004	The fruit of a fig tree is apple shaped.	0
157.7719	5.5612	baseline	17	0.004	Farmers came in to thresh the oat crop.	0
168.1386	3.5283	baseline	18	0.004	Bring your best compass to the third class.	0
175.5888	4.6361	baseline	19	0.004	Where were they when the noise started.	0
183.1556	3.1797	baseline	20	0.004	They could laugh although they were sad.	0
189.889	2.9006	random1	1	0.046	Mend the coat before you go out.	1
196.1057	3.4182	random1	2	0.234	The stray cat gave birth to kittens.	1
203.4225	3.8354	random1	3	0.237	The wrist was badly strained and hung limp.	1
209.9726	2.676	random1	4	0.061	Hoist the load to your left shoulder.	1
215.1894	3.5857	random1	5	0.161	Note closely the size of the gas tank.	1
221.3895	3.1681	random1	6	0.228	What joy there is in living.	1
227.5068	3.4652	random1	7	0.207	Take the winding path to reach the lake.	1
233.7897	3.7246	random1	8	0.1	The young girl gave no clear response.	1
242.3232	3.493	random1	9	0.142	The meal was cooked before the bell rang.	1
249.4233	3.4072	random1	10	0.235	Wipe the grease off his dirty face.	1
255.89	4.4586	random1	11	0.093	Better hash is made of rare beef.	1
263.4401	3.4028	random1	12	0.087	Plead to the council to free the poor thief.	1
269.8235	2.8979	random1	13	0.236	This plank was made for walking on .	1
275.757	4.1466	random1	14	0.209	He took the lead and kept it the whole distance.	1
282.9904	3.1597	random1	15	0.14	He crawled with care along the ledge.	1
288.8238	3.4607	random1	16	0.19	Tend the sheep while the dog wanders.	1
295.6905	3.4243	random1	17	0.23	The thaw came early and freed the stream.	1
301.7245	3.1409	random1	18	0.073	Feed the white mouse some flower seeds.	1
307.1741	3.1858	random1	19	0.154	The key you designed will fit the lock.	1
313.3409	3.2095	random1	20	0.167	The lake sparkled in the red hot sun.	1
318.841	3.3159	random1	21	0.164	Keep the hatch tight and the watch constant.	1
326.0078	3.7152	random1	22	0.111	Sever the twine with a quick snip of the knife.	1
332.1245	3.693	random1	23	0.173	Slide the catch back and open the desk.	1
338.3579	3.85	random1	24	0.023	He put his last cartridge into the gun and fired.	1
344.8413	3.1812	random1	25	0.086	A sullen smile gets few friends.	1
350.4748	3.5141	random1	26	0.077	Every word and phrase he speaks is true.	1
356.3254	2.7582	random1	27	0.008	Drive the screw straight into the wood.	0
360.9582	2.9882	random1	28	0.2	Help the weak to preserve their strength.	1
366.425	2.7921	random1	29	0.173	Paper will dry out when wet.	1
374.0418	2.7895	random1	30	0.054	They took their kids from the public school.	1
379.1585	3.5032	random1	31	0.223	The salt breeze came across from the sea.	1
385.9087	4.1831	random1	32	0.083	The source of the huge river is the clear spring.	1
392.3754	3.3951	random1	33	0.099	The soft cushion broke the man's fall.	1
398.1088	3.5081	random1	34	0.219	The boy was there when the sun rose.	1
404.6089	2.9265	random1	35	0.14	Help the woman get back to her feet.	1
409.759	3.527	random1	36	0.196	Smoky fires lack flame and heat.	1
419.1758	3.6358	random1	37	0.099	The girl at the booth sold fifty bonds.	1
425.3593	2.531	random1	38	0.07	Kick the ball straight and follow through.	1
430.126	3.0109	random1	39	0.01	A rod is used to catch pink salmon.	0
435.4261	3.2375	random1	40	0.072	A pot of tea helps to pass the evening.	1
441.8267	6.4106	random1	41	0.168	The boss ran the show with a watchful eye.	1
450.9096	3.646	random1	42	0.161	The cup cracked and spilled its contents.	1
459.1597	3.8099	random1	43	0.237	The slang word for raw whiskey is booze.	1
465.2431	3.4369	random1	44	0.017	Paste can cleanse the most dirty brass.	1
473.7933	2.4448	random1	45	0.026	The tiny girl took off her hat.	1
479.4601	3.0005	random1	46	0.125	The harder he tried the less he got done.	1
488.4102	2.6162	random1	47	0.017	Type out three lists of orders.	1
495.0437	4.4285	random1	48	0.149	The wharf could be seen at the farther shore.	1
502.6603	4.9459	random1	49	0.128	It caught its hind paw in a rusty trap.	1
510.9105	3.4381	random1	50	0.183	Feel the heat of the weak dying flame.	1
518.144	3.2907	adaption	1	0.204	The kite flew wildly in the high wind.	1
525.3107	4.8339	adaption	2	0.204	A fur muff is stylish once more.	1
533.0108	3.8761	adaption	3	0.204	The youth drove with zest, but little skill.	1
541.6783	4.0783	adaption	4	0.204	We need an end of all such matter.	1
548.0111	3.7601	adaption	5	0.204	The case was puzzling to the old and wise.	1
557.3946	4.4539	adaption	6	0.204	Five years he lived with a shaggy dog.	1
564.678	4.0169	adaption	7	0.204	We don't get much money but we have fun.	1
571.4114	3.3939	adaption	8	0.204	A fence cuts through the corner lot.	1
578.7616	3.8338	adaption	9	0.204	The tin box held priceless stones.	1
