onset	duration	trial_type	trial	delay	sentence	detected_delay
25.009	5.8691	baseline	1	0.004	It was a bad error on the part of the new judge.	0
35.2592	6.0882	baseline	2	0.004	Take the match and strike it against your shoe.	0
43.376	3.8899	baseline	3	0.004	The store was jammed before the sale could start.	0
48.976	3.6246	baseline	4	0.004	The pot boiled but the contents failed to jell.	0
54.2094	3.7019	baseline	5	0.004	One step more and the board will collapse.	0
59.3428	3.9992	baseline	6	0.004	The bombs left most of the town in ruins.	0
65.0763	2.7925	baseline	7	0.004	The baby puts his right foot in his mouth.	0
69.1263	3.0295	baseline	8	0.004	Stop and stare at the hard working man.	0
73.2431	3.6475	baseline	9	0.004	The pup jerked the leash as he saw a feline shape.	0
78.2765	3.2847	baseline	10	0.004	The streets are narrow and full of sharp turns.	0
83.0099	3.2942	baseline	11	0.004	The wrist was badly strained and hung limp.	0
87.4599	2.9952	baseline	12	0.004	Wipe the grease off his dirty face.	0
91.6267	2.7394	baseline	13	0.004	The meal was cooked before the bell rang.	0
95.3101	3.4628	baseline	14	0.004	Note closely the size of the gas tank.	0
99.7934	2.5467	baseline	15	0.004	What joy there is in living.	0
103.3602	2.5629	baseline	16	0.004	Mend the coat before you go out.	0
106.9602	2.5301	baseline	17	0.004	The young girl gave no clear response.	0
110.4436	3.0376	baseline	18	0.004	Take the winding path to reach the lake.	0
114.377	3.0393	baseline	19	0.004	The stray cat gave birth to kittens.	0
118.3104	2.6809	baseline	20	0.004	Hoist the load to your left shoulder.	0
121.9605	4.9014	random1	1	0.228	We are sure that one war is enough.	1
128.4439	2.9688	random1	2	0.041	A dash of pepper spoils beef stew.	0
132.5773	4.738	random1	3	0.171	High seats are best for football fans.	0
139.3107	3.6511	random1	4	0.073	Gray paint stretched for miles around.	1
144.9108	3.5216	random1	5	0.1	Tea served from the brown jug is tasty.	1
150.2775	2.6978	random1	6	0.028	A zestful food is the hot-cross bun.	0
153.8276	4.8343	random1	7	0.233	The dark pot hung in the front closet.	1
160.6278	5.5842	random1	8	0.233	The rude laugh filled the empty room.	1
171.9612	4.0723	random1	9	0.164	The train brought our hero to the big town.	1
177.7779	3.2703	random1	10	0.12	Carry the pail to the wall and spill it there.	1
182.7614	5.1252	random1	11	0.105	Raise the sail and steer the ship northward.	1
191.6948	4.5255	random1	12	0.146	A lathe cuts and trims any wood.	1
197.9449	3.7142	random1	13	0.253	A cone costs five cents on Mondays.	1
206.5951	3.9496	random1	14	0.067	It takes heat to bring out the odor.	0
212.1118	5.2472	random1	15	0.201	It's a dense crowd in two distinct ways.	1
218.3453	4.3004	random1	16	0.221	The stale smell of old beer lingers.	1
223.962	2.7467	random1	17	0.039	Heave the line over the port side.	0
229.6621	4.0289	random1	18	0.25	The desk was firm on the shaky floor.	1
234.8956	2.9223	random1	19	0.008	His hip struck the knee of the next player.	0
239.3122	3.7525	random1	20	0.228	Beef is scarcer than some lamb.	1
245.6957	3.5113	random1	21	0.094	Read verse out loud for pleasure.	1
251.0458	3.7998	random1	22	0.147	The beauty of the view stunned the young boy.	1
256.7791	3.777	random1	23	0.194	Her purse was full of useless trash.	1
261.8625	3.6044	random1	24	0.178	The colt reared and threw the tall rider.	1
266.6292	3.0847	random1	25	0.007	The small pup gnawed a hole in the sock.	0
272.2794	3.3129	random1	26	0.178	It snowed, rained, and hailed the same morning.	1
276.8295	4.3215	random1	27	0.244	Two blue fish swam in the tank.	1
283.2962	3.0295	random1	28	0.036	Press the pants and sew a button on the vest.	0
287.9963	3.528	random1	29	0.007	The fish twisted and turned on the bent hook.	0
293.313	3.274	random1	30	0.1	The swan dive was far short of perfect.	1
298.4131	2.8528	random1	31	0.225	The dune rose from the edge of the water.	1
302.6298	3.203	random1	32	0.052	The clock struck to mark the third period.	0
307.4799	3.6155	random1	33	0.224	This is a grand season for hikes on the road.	1
312.8466	4.3673	random1	34	0.235	Cars and busses stalled in snow drifts.	1
318.7967	3.5599	random1	35	0.122	The set of china hit the floor with a crash.	1
323.6156	3.1319	random1	36	0.196	A small creek cut across the field.	1
327.8802	4.4018	random1	37	0.07	He ran half way to the hardware store.	1
333.1136	3.2075	random1	38	0.119	Those words were the cue for the actor to leave.	1
337.2304	2.8257	random1	39	0.107	We talked of the side show in the circus.	1
341.1971	2.746	random1	40	0.216	Use a pencil to write the first draft.	1
345.1306	2.6836	random1	41	0.035	Green moss grows on the northern side.	0
348.7306	3.5945	random1	42	0.12	The farmer swapped his horse for a brown ox.	1
353.1663	2.5499	random1	43	0.018	Sit on the perch and tell the others what to do.	0
356.714	3.3451	random1	44	0.156	A steep trail is painful for our feet.	1
360.9141	3.6639	random1	45	0.18	Pitch the straw through the door of the stable.	1
365.6836	3.2292	random1	46	0.128	The team with the best timing looks good.	1
370.0308	3.7688	random1	47	0.205	The early phase of life moves fast.	1
374.7309	2.8518	random1	48	0.203	Tea in thin china has a sweet taste.	1
378.4143	2.6475	random1	49	0.016	The latch on the back gate needed a nail.	0
382.9644	2.8002	random1	50	0.076	The ram scared the school children off.	0
386.8978	2.8018	adaption	1	0.204	Corn cobs can be used to kindle a fire.	1
391.3812	3.2931	adaption	2	0.204	They could laugh although they were sad.	0
395.7313	2.7102	adaption	3	0.204	Sell your gift to a buyer at a good gain.	1
399.5314	3.8048	adaption	4	0.204	Bring your best compass to the third class.	1
404.2814	0.1424	adaption	5	0.204	The tongs lay beside the ice pail.	0
407.9815	4.3924	adaption	6	0.204	Farmers came in to thresh the oat crop.	1
413.2482	4.4284	adaption	7	0.204	The paper box is full of thumb tacks.	1
418.6316	4.6435	adaption	8	0.204	Where were they when the noise started.	1
424.715	3.095	adaption	9	0.204	The fruit of a fig tree is apple shaped.	1
428.6817	2.7114	adaption	10	0.204	The petals fall with the next puff of wind.	1
432.4651	2.8791	adaption	11	0.204	Bathe and relax in the cool green grass.	1
436.1318	3.2433	adaption	12	0.204	The crunch of feet in the snow was the only sound.	1
440.3485	3.5295	adaption	13	0.204	We need grain to keep our mules healthy.	1
444.7819	2.9191	adaption	14	0.204	Boards will warp unless kept dry.	1
448.4821	4.0896	adaption	15	0.204	He smoke a big pipe with strong contents.	1
453.8321	3.2827	adaption	16	0.204	Pack the records in a neat thin case.	1
458.4989	3.8944	adaption	17	0.204	The plush chair leaned against the wall.	1
463.4323	3.4959	adaption	18	0.204	Glass will clink when struck by metal.	1
468.0991	4.3315	adaption	19	0.204	The copper bowl shone in the sun's rays.	1
475.0991	3.0743	adaption	20	0.204	Fill the ink jar with sticky glue.	1
479.0659	3.6503	adaption	21	0.204	They took their kids from the public school.	1
483.4993	3.4478	adaption	22	0.204	Keep the hatch tight and the watch constant.	1
488.316	2.4301	adaption	23	0.204	Paper will dry out when wet.	1
491.5994	3.8016	adaption	24	0.204	Help the weak to preserve their strength.	1
496.6661	3.5176	adaption	25	0.204	A sullen smile gets few friends.	1
501.5329	3.2257	adaption	26	0.204	Every word and phrase he speaks is true.	1
505.6162	2.8135	adaption	27	0.204	Drive the screw straight into the wood.	1
509.3662	2.4467	adaption	28	0.204	Slide the catch back and open the desk.	1
