onset	duration	trial_type	trial	delay	sentence	detected_delay
48.3228	4.1546	baseline	1	0.004	Serve the hot rum to the tired heroes.	0
60.4229	3.3317	baseline	2	0.004	A siege will crack the strong defense.	0
69.6731	3.1431	baseline	3	0.004	Grape juice and water mix well.	0
78.5565	3.1855	baseline	4	0.004	Fake stones shine but cost little.	0
87.4406	2.4513	baseline	5	0.004	Smoke poured out of every crack.	1
96.2402	4.161	baseline	6	0.004	The drip of the rain made a pleasant sound.	0
107.057	3.0458	baseline	7	0.004	He wrote down a long list of items.	0
116.9405	3.3837	baseline	8	0.004	The sun came up to light the eastern sky.	0
143.1076	3.8659	baseline	9	0.004	Roads are paved with sticky tar.	0
150.5426	2.8453	baseline	10	0.004	Much of the story makes good sense.	0
157.2577	3.7684	baseline	11	0.004	The young prince became heir to the throne.	0
164.8078	3.3286	baseline	12	0.004	Will you please answer that phone.	0
170.7579	3.4168	baseline	13	0.004	Leave now and you will arrive on time.	1
178.1747	3.1423	baseline	14	0.004	The big red apple fell to the ground.	0
184.0415	3.146	baseline	15	0.004	Open your book to the first page.	0
191.4083	3.2892	baseline	16	0.004	The corner store was robbed last night.	1
197.3418	3.4103	baseline	17	0.004	Fish evade the net and swim off.	1
203.7418	3.5445	baseline	18	0.004	He sent the boy on a short errand.	0
211.3919	3.8525	baseline	19	0.004	Dip the pail once and let it settle.	0
218.692	3.5826	baseline	20	0.004	The curtain rose and the show was on.	0
226.5088	4.5154	random1	1	0.05	Rice is often served in round bowls.	1
233.3256	4.857	random1	2	0.244	The box was thrown beside the parked truck.	1
244.5925	4.2275	random1	3	0.237	The juice of lemons makes fine punch.	1
257.5926	3.5682	random1	4	0.004	The birch canoe slid on the smooth planks.	0
264.376	3.847	random1	5	0.086	Four hours of steady work faced us.	1
270.9428	4.4544	random1	6	0.189	A large size in stockings is hard to sell.	1
279.3602	3.4192	random1	7	0.057	It's easy to tell the depth of a well.	1
286.643	4.6062	random1	8	0.222	The hogs were fed chopped corn and garbage.	1
297.0599	4.5867	random1	9	0.227	Glue the sheet to the dark blue background.	1
304.2433	4.2576	random1	10	0.156	These days a chicken leg is a rare dish.	1
312.51	4.4448	random1	11	0.208	Try to trace the fine lines of the painting.	1
320.8268	4.014	random1	12	0.144	The idea is to sew both edges straight.	1
327.2603	4.5547	random1	13	0.046	Code is used when secrets are sent.	1
336.5437	3.5093	random1	14	0.105	Women form less than half of the group.	1
344.6773	3.9735	random1	15	0.175	The beach is dry and shallow at low tide.	1
353.1441	3.8886	random1	16	0.136	Pages bound in cloth make a book.	1
363.4108	4.1873	random1	17	0.234	A gem in the rough needs work to polish.	1
372.1943	4.0496	random1	18	0.115	Nine rows of soldiers stood in a line.	1
378.6278	4.1584	random1	19	0.095	The zones merge in the central part of town.	1
387.0446	4.0196	random1	20	0.252	The kitten chased the dog down the street.	1
395.278	4.32	random1	21	0.139	The gold ring fits only a pierced ear.	1
405.7449	4.6664	random1	22	0.212	The barrel of beer was a brew of malt and hops.	1
413.2783	3.4913	random1	23	0.072	Watch the log float in the wide river.	1
419.6617	4.6181	random1	24	0.088	The node on the stalk of wheat grew daily.	1
428.3785	3.7234	random1	25	0.17	Tin cans are absent from store shelves.	1
433.9286	4.2837	random1	26	0.084	The old pan was covered with hard fudge.	0
440.3787	4.08	random1	27	0.083	The mute muffled the high tones of the horn.	0
448.2122	3.7887	random1	28	0.064	The heap of fallen leaves was set on fire.	0
